ASIN,Weight,Volumn,ProductSizeTier
B0DSKJYKWP,,,Undefined
B0DSWQ8QQL,11.36,2126.47,Small standard-size
B0DRTYZBSB,,12463.76,Undefined
B0DS9KWPNF,,2048.17,Undefined
B0DRX66S6L,,4286.23,Undefined
B0DNW4ZQCY,,27380.59,Undefined
B0DSG6SVRD,,,Undefined
B0DJQGW761,,235.97,Undefined
B0DQBM5GWJ,,0.0,Undefined
B0DPK4MXHT,,2477.72,Undefined
B0DMWFYN7M,3.84,271.44,Small standard-size
B0DR2R7WWG,,,Undefined
B0DSZRT891,,1.64,Undefined
B0DQ939Y4X,,,Undefined
B0DQV85KT4,,288.41,Undefined
B0DPVDRHRF,,492.1,Undefined
B0D9476Q7K,,235.97,Undefined
B0DK6QXTHP,,1232.31,Undefined
B0DN1BNXGF,,1646.5,Undefined
B0DPHPM65P,,806.95,Undefined
B0DNW56PXZ,,,Undefined
B0DNYHQSFN,,306.74,Undefined
B0DR86MG3Q,,,Undefined
B0DRBWKNMF,,4.95,Undefined
B0DSG6QR68,,,Undefined
B0DS2L69KS,,,Undefined
B0DSG6CVBT,,,Undefined
B0DSG5JNXW,,,Undefined
B0DS2NJXY9,,510.74,Undefined
B0DS2JS5ZG,,,Undefined
B0DSG3V71Y,,,Undefined
B0CWLBWRWZ,,2647.86,Undefined
B0DSG3V5W8,,,Undefined
B0DSG67FQX,,,Undefined
B0DSG617Q8,,,Undefined
B0DSG3V9JW,,,Undefined
B0DSG4KTM4,,,Undefined
B0DS791VJT,2.0,3.28,Small standard-size
B0DSG6X8N2,,,Undefined
B0DSLW4XM7,,1415.84,Undefined
B0DS2KH1B4,,,Undefined
B0DSG4P1PP,,,Undefined
B0DSG65PQ3,,,Undefined
B0DSG3S94C,,,Undefined
B0DS2JDG5C,,,Undefined
B0DS2LGLYM,,,Undefined
B0DPVHLFN7,,211.06,Undefined
B0BP6QHQ2C,,393.29,Undefined
B0DS1YC6T2,,1376.51,Undefined
B0DSPW466Z,7.05,856.01,Small standard-size
B0DR8CCCVD,13.58,8767.8,Small standard-size
B0DSKHDSSJ,,,Undefined
B0DL9HTZLD,,,Undefined
B0DRHWVQTV,4.97,264.68,Small standard-size
B0DQXXLB23,0.39,5.96,Small standard-size
B0DQ4KNRZD,,,Undefined
B0DRTY3MJ1,,3508.4,Undefined
B0DRTX82JJ,,559.43,Undefined
B0DS1RWL54,,,Undefined
B0DRTXNLN2,,852.19,Undefined
B0DS14YGSW,,,Undefined
B0DSJ3W8NG,,,Undefined
B0DS9TDQSK,,6484.93,Undefined
B0DRTXBPCR,,,Undefined
B0DQVZW2JM,,96.24,Undefined
B0DP1LLTFT,140.64,5807.17,Large standard-size
B0DJ1M4BV9,1.59,275.28,Small standard-size
B0DPRVNL4M,,969.12,Undefined
B0DP8KP1PD,,1638.71,Undefined
B0DB5TV8JS,,222.37,Undefined
B0DSP55ZVD,,2150.8,Undefined
B0DPFDZCT3,,24.58,Undefined
B0DP6B4BBS,,,Undefined
B0DP6K2VLC,,,Undefined
B0DRBC324L,,14451.64,Undefined
B0DS9MX6PS,,,Undefined
B0DSD7HQWQ,,2694.73,Undefined
B0DR8HMKHS,,1406.11,Undefined
B0DRVCWT6Y,12.31,4570.59,Small standard-size
B0DPKN8JS2,,124.0,Undefined
B0DNN3FZLS,,7865.79,Undefined
B0DQKL5V9F,,1595.28,Undefined
B0DNSRCC35,,98.32,Undefined
B0DM5JL1KZ,,470.39,Undefined
B0DRBWQ35Z,,27.95,Undefined
B0DR11N3SK,,804.49,Undefined
B0DRYB2SGL,4.97,672.45,Small standard-size
B0DMR8MQLM,,325.01,Undefined
B0DL331V5Y,,,Undefined
B0DRW9G5QD,10.41,1197.46,Small standard-size
B0DK3BFPK5,,396.57,Undefined
B0DKNDCHVY,8.32,1259.75,Small standard-size
B0DNS2MWGG,,,Undefined
B0DPZ29M27,,55.5,Undefined
B0DQ3BCMTP,,55.5,Undefined
B0DQ9KKZT9,,55.5,Undefined
B0DQ7KXW1Q,,55.5,Undefined
B0DR5NN1G6,,61.86,Undefined
B0DRVFMMXS,,,Undefined
B0DNSMPDDH,,0.0,Undefined
B0DQ65YBRJ,,1817.43,Undefined
B0DQ5YP787,,806.55,Undefined
B0DQ66S5JV,,4129.25,Undefined
B0DRFBFC95,,147.48,Undefined
B0DLLMP4NL,,,Undefined
B0DNDTT9Z4,,,Undefined
B0DSCJMGDQ,,,Undefined
B0DNVPG97N,,,Undefined
B0DDF3D5BP,1.6,427.91,Small standard-size
B0DDZ4YBSQ,,,Undefined
B0D98SLGNZ,10.55,669.1,Small standard-size
B0DSDKFJQK,,,Undefined
B0DPC8QW8Y,,,Undefined
B0DJXS7PCZ,,,Undefined
B0DPBXTCK5,,,Undefined
B0DPCBZ6HJ,,1157.26,Undefined
B0DS2C52BQ,,4320.04,Undefined
B0DPB4DW79,,44.73,Undefined
B0DPB9CWLP,,44.73,Undefined
B0DPDLNRXK,,44.73,Undefined
B0DNPWRGBH,,582.95,Undefined
B0DN1GZXPJ,,14869.33,Undefined
B0DNT2NXV6,,,Undefined
B0DS5TRKB1,,,Undefined
B0DRPHQGTK,,,Undefined
B0DFHGDRY5,,,Undefined
B0DRD8XJSJ,,1147.09,Undefined
B0DFHDX5RT,,,Undefined
B0DFH62RF7,,,Undefined
B0DFH5X9WZ,,,Undefined
B0DRPGD73Z,,870.99,Undefined
B0DFH68MNR,,,Undefined
B0DRTV6HLG,,,Undefined
B0DRPHJ65J,10.4,2175.26,Small standard-size
B0DRPFJKGV,,,Undefined
B0DRPCWB81,11.68,2260.41,Small standard-size
B0DRPHZBMK,,1798.77,Undefined
B0DRPHZHP3,,,Undefined
B0DFH6YYCR,,,Undefined
B0DRPHYDVJ,,840.92,Undefined
B0DMT41N25,,337.25,Undefined
B0DNDVBTP6,,419.51,Undefined
B0DS6DQ7YP,,4457.28,Undefined
B0DS6CRPQC,3.53,884.9,Small standard-size
B0DJ3HFKH2,,7263.07,Undefined
B0DPN5LYX8,,915.73,Undefined
B0DSBV79C5,,524.39,Undefined
B0DPMTZS84,5.29,1308.84,Small standard-size
B0DSBYV18J,,,Undefined
B0DSBYKRX3,,524.39,Undefined
B0DNFF9GZ7,,2584.74,Undefined
B0DPPYCNZ3,,,Undefined
B0DQ7WQHKB,,,Undefined
B0DP43K9XV,,247.8,Undefined
B0DPH5GX4F,,,Undefined
B0DNJTYC34,,,Undefined
B0DRV2XPQ8,3.53,5831.93,Small standard-size
B0DS5FLV49,,171.61,Undefined
B0DLW7CWSZ,,66271.91,Undefined
B0DS8V8S15,,,Undefined
B0DRHSZL7T,,,Undefined
B0DS28H6HY,5.61,593.25,Small standard-size
B0DRFXHBY7,,,Undefined
B0DMDY1YBG,,,Undefined
B0DN6HTBN1,,1657.62,Undefined
B0DKNQQ9LT,,0.0,Undefined
B0DG5J6HQN,,1388.53,Undefined
B0DS8CXQGS,,,Undefined
B0DLWG4FNY,,1564.78,Undefined
B0DNDT4T9P,,89.14,Undefined
B0DRNVDW38,,,Undefined
B0DQTX16TT,,2690.97,Undefined
B0DR8VR6WW,,1132.71,Undefined
B0DQWR5198,1.8,135.19,Small standard-size
B0DR93YXW1,,16.39,Undefined
B0DRD4G972,,780.22,Undefined
B0DRN793MY,,,Undefined
B0DRPQXZV9,20.96,12781.91,Large standard-size
B0DRG654G9,2.47,614.51,Small standard-size
B0DPFCRR87,7.37,1327.35,Small standard-size
B0DR2MLDPJ,,,Undefined
B0DS29XD27,,1388.35,Undefined
B0DRCKQ6T7,,1349.9,Undefined
B0DS66VVRY,0.96,49.16,Small standard-size
B0DS6DQK7J,,233171.53,Undefined
B0DS59ZGDH,,171.61,Undefined
B0DLW5B6CQ,,60484.39,Undefined
B0DNDNQRRJ,,19.56,Undefined
B0DNDPN349,,3870.27,Undefined
B0DNLSLXK9,,,Undefined
B0DNLS1BNN,,,Undefined
B0DRDC5857,,1835.35,Undefined
B0DRD48CF2,,,Undefined
B0DP6JNJRY,,198.22,Undefined
B0DP438KRP,,26.6,Undefined
B0DP3T2H9N,,3434.09,Undefined
B0DPHLQVS3,,836.2,Undefined
B0DQ7VSS1F,,2444.54,Undefined
B0DQ27JLRF,,221.23,Undefined
B0DLT3MB9P,16.16,1325.52,Large standard-size
B0DJS9NNLJ,,419.51,Undefined
B0DQQC3MM6,,1016.0,Undefined
B0DRTXGJ7C,,15146.16,Undefined
B0D7H3MRDC,,79.29,Undefined
B0DNHCFLPL,10.23,2068.13,Small standard-size
B0DNHDGQWH,6.7,4202.21,Small standard-size
B0DP63NCVW,,,Undefined
B0DRYLK8GP,,16.39,Undefined
B0DRYKJBW6,,293.82,Undefined
B0DLBQYPJ2,5.29,185.73,Small standard-size
B0DLBXJWPF,,324.33,Undefined
B0DK2THSBL,,64237.29,Undefined
B0DKNK44JZ,,3668.68,Undefined
B0DKNR8933,,1270.92,Undefined
B0DKNDP717,,3865.44,Undefined
B0DLGLNMWL,,144.01,Undefined
B0DNJT38CZ,,715.69,Undefined
B0DK5JMQJT,,16.39,Undefined
B0DP2B3BBG,,,Undefined
B0DQTVSQXF,15.52,2084.86,Small standard-size
B0DPMBXW4Z,,1581.99,Undefined
B0DRVQYM9P,,432.62,Undefined
B0DLGS1PSS,,1248.01,Undefined
B0DMSG229S,,,Undefined
B0DJXYDPJQ,,75511.59,Undefined
B0DM23898H,,,Undefined
B0DLWL67SC,,,Undefined
B0DM242LGC,,127.82,Undefined
B0DM8GC2P5,,11503.72,Undefined
B0DHVH3GLS,,235.97,Undefined
B0DJVGNPGF,,655.48,Undefined
B0D4QLM1RM,,933.73,Undefined
B0DRTW45FV,,,Undefined
B0DMNHGWSV,5.93,860.94,Small standard-size
B0DMJN4VY5,,12150.09,Undefined
B0DR2C6BM5,,11294.82,Undefined
B0DRGVPZBB,,171.24,Undefined
B0DRBG391P,,,Undefined
B0DPSYWYJK,,3046.68,Undefined
B0DRK5GQPP,,,Undefined
B0DRJDB6CT,,9.83,Undefined
B0CMZBHJGK,832.0,45493.05,Extra-large
B0DN8JWV4H,,,Undefined
B0DN9MTHNZ,,,Undefined
B0DRGK38SD,,1.23,Undefined
B0DRFNS617,,,Undefined
B0DLFNMCMH,55.68,8696.07,Large standard-size
B0DP4487ZM,10.76,2726.4,Small standard-size
B0DJ2QYLKK,,4525.48,Undefined
B0DPMF6Z7B,,2223.14,Undefined
B0DF2Q4YQT,,,Undefined
B0DRNSSKS8,,16.39,Undefined
B0DRN81541,,,Undefined
B0DNQGVXBS,,1214.55,Undefined
B0DNJF99SQ,,10312.13,Undefined
B0D9NJ7757,,2395.31,Undefined
B0DPX4XDGW,,16.39,Undefined
B0DQD4XB5F,3.1,1252.19,Small standard-size
B0DRF6DTTH,,606.03,Undefined
B0DRGGR4ZT,,3181.42,Undefined
B0DQ4NX66J,,2100.55,Undefined
B09R823ZL6,11.29,583.62,Small standard-size
B0DJNGK56T,4.16,261.36,Small standard-size
B0CWV3STNH,,,Undefined
B0DRJL67MR,,220.1,Undefined
B0DL36C5H9,,385.95,Undefined
B0DNM4SZZL,,,Undefined
B0DNZ7BHQN,,,Undefined
B0DRC6VZQB,,5813.31,Undefined
B0DJQZN6JX,,898.09,Undefined
B0DRJ219QM,,,Undefined
B0DRJ1K6YB,,5255.06,Undefined
B0DP4ZY9RY,,,Undefined
B0DRG3V9DY,,169.11,Undefined
B0DR7J7M6G,,3.77,Undefined
B0DR8J9L33,,7034.58,Undefined
B0DQNN5GM5,,3002.47,Undefined
B0DRG9SRXL,,3244.64,Undefined
B0DRFVSLPG,0.96,488.19,Small standard-size
B0DMJB2YGN,,546.36,Undefined
B0DMSW17LC,,2918.45,Undefined
B0DMDKD748,,2590.74,Undefined
B0DN9P1G8F,,13464.84,Undefined
B0DQ2JK953,,2922.2,Undefined
B0DMT5B4F4,,639.15,Undefined
B0DF7LLY9L,,1792.94,Undefined
B0DQXRPNR8,,,Undefined
B0DPVCKKT1,,1415.84,Undefined
B0DQD52BD2,,1600.45,Undefined
B0DJ319CYG,,,Undefined
B0DKVZRX69,16.64,1707.01,Large standard-size
B0DPFDZKD9,,4286.23,Undefined
B0DPV91YH4,,1415.84,Undefined
B0DM9C7HQZ,,,Undefined
B0DKK3NRM1,,,Undefined
B0DN62VH29,,,Undefined
B0DL5FRLK2,,,Undefined
B0DRC4H5DT,,1904.16,Undefined
B0DM1VYMVG,,2706.41,Undefined
B0DLB54XJB,,384.97,Undefined
B0DM5FMLCC,,,Undefined
B0DGLZF25C,,471.95,Undefined
B0DJ26KJ7Z,,1235.46,Undefined
B0DQTFLKSZ,,892.28,Undefined
B0DP4JC2LL,13.76,2204.16,Small standard-size
B0DQST2J91,,3317.48,Undefined
B0DPHNCRRK,,266.14,Undefined
B0DMW5ZLG1,,1415.84,Undefined
B0DQSP512Y,,727.39,Undefined
B0DMNHNHN2,,7498.19,Undefined
B0DMNGR8J4,,3920.77,Undefined
B0DMNG2Q4G,,3783.44,Undefined
B0DMNJQHXL,,3889.6,Undefined
B0DMNJBG3Y,,8306.47,Undefined
B0DMNJ7QM9,,,Undefined
B0DP4GMRGV,,20.12,Undefined
B0DMNGNS21,,41874.58,Undefined
B0DMNG25DL,,17217.5,Undefined
B0DMSQ1DF5,,165.12,Undefined
B0DMSVQ1LY,,289.32,Undefined
B0DMCQ8J83,,,Undefined
B0DPRC3HR8,,4719.47,Undefined
B0DQZVG1MT,,1728.95,Undefined
B0DL587NRX,8.47,1573.06,Small standard-size
B0DN6KM3V1,,13.17,Undefined
B0DK77PQVP,,6638.53,Undefined
B0DPG6GQVK,11.29,1905.26,Small standard-size
B0DP74MWTL,,,Undefined
B0DPHQDQDC,,3466.34,Undefined
B0DMVNVL9R,0.35,115.04,Small standard-size
B0DHTF3ZHG,,510.74,Undefined
B0DQKY83MQ,,,Undefined
B0DM21DC99,,270.08,Undefined
B0DLWL3T2S,,,Undefined
B0DMJZ3291,,0.0,Undefined
B0DLWM1YC7,,,Undefined
B0DM1XGNBW,,,Undefined
B0DM1Q53VW,,,Undefined
B0DM1TQ9WC,,,Undefined
B0DM15626W,,,Undefined
B0DFTTHJ1X,,,Undefined
B0DJVV6WZJ,,2351.87,Undefined
B0DHX88CD8,,2733.84,Undefined
B0DKF6KCM2,,3282.55,Undefined
B0DM8SXZC2,,378.39,Undefined
B0DPZWWGF5,,546.3,Undefined
B0DHR9K33R,,510.74,Undefined
B0DQGMK8YN,,,Undefined
B0DPQ4NHP4,,1038.53,Undefined
B0DHJ9JMTQ,,3743.4,Undefined
B0DQTGY59H,,1494.5,Undefined
B0DKSW4TRF,,2769.02,Undefined
B0DMLXDPTD,,832.2,Undefined
B0DR2GB5QW,,,Undefined
B0DKX7HW1T,,1744.89,Undefined
B0DMVTMQLY,0.63,297.85,Small standard-size
B0DR27RPZM,,,Undefined
B0DNJQQYXF,4.8,316.22,Small standard-size
B0DKNWZSRM,1.6,16.39,Small standard-size
B0DGKQ681X,,,Undefined
B0DLW3MZ55,,,Undefined
B0DM5V6WG9,,,Undefined
B0DM6373DQ,,,Undefined
B0DNRXMP1J,,,Undefined
B0DK8SFZY2,,,Undefined
B0DQ8C728Y,,1.64,Undefined
B0DPGSQ55D,,,Undefined
B0DPGRN94D,,,Undefined
B0DQYR1HRR,,1623.61,Undefined
B0DPGRZ878,,,Undefined
B0DDPDLFTV,,3408.51,Undefined
B0DPMCHRZ4,,1813.66,Undefined
B0DQXYXBJ9,6.4,393.29,Small standard-size
B0DQXV7FTD,,,Undefined
B0DM1SJNFL,,0.0,Undefined
B0DN1BB6C6,,,Undefined
B0DN16ZSS3,,0.0,Undefined
B0DM8RYX5M,,,Undefined
B0DLWDVZ9V,,,Undefined
B0DM1NFVQB,,,Undefined
B0DKP2JQSQ,,560.92,Undefined
B0DQXC1QTH,,589.93,Undefined
B0DQWTYQ2L,,,Undefined
B0DKD8VVXP,,,Undefined
B0DLL3X4GB,,2635.76,Undefined
B0DQ45VK7L,,5603.64,Undefined
B0DPY2CF3V,,11536.49,Undefined
B0DQ61B9XG,,,Undefined
B0DMXPZYRX,19.52,1165.37,Large standard-size
B0DPWMNR8B,,6859.3,Undefined
B0DQ29FXT5,,,Undefined
B0DQL7WLNX,,585.77,Undefined
B0DPXT9XCQ,,,Undefined
B0DN93X7JK,,,Undefined
B0CXPPXWX9,,,Undefined
B0DQSC1CZY,,1993.98,Undefined
B0DN4LV8BW,,1142.89,Undefined
B0DPCK5SNV,,1415.84,Undefined
B0DQK542BK,,2809.76,Undefined
B0DQ19JWG9,5.29,662.21,Small standard-size
B0DQK5JH73,,2428.24,Undefined
B0DQ15B9RG,5.29,627.82,Small standard-size
B0DPJ9BBC3,,4789.38,Undefined
B0DQHJHS4D,,225.83,Undefined
B0DL35XS5S,,,Undefined
B0DN1M8B12,,,Undefined
B0DKDRR96B,,,Undefined
B0DM58S3KX,,614.51,Undefined
B0DMCLN11D,,3306.13,Undefined
B0DM91N7HC,,678.56,Undefined
B0DL2XHLS4,4.23,262.19,Small standard-size
B0DPX3HX7G,,,Undefined
B0DPN77TC4,144.0,4789.38,Large standard-size
B0DNYGQQVR,,637.63,Undefined
B0DN1BYRYH,,,Undefined
B0DLW6YLFD,,11.8,Undefined
B0DPFZZTX4,,,Undefined
B0DL5Q15WK,,,Undefined
B0DQ98YGC9,,,Undefined
B0DQCW985X,,49.16,Undefined
B0DQ3KYC79,,0.1,Undefined
B0D8W4TGKH,,403.92,Undefined
B0DP6L42MF,,16.39,Undefined
B0DN2771KH,,1415.84,Undefined
B0DPQ24W2R,21.44,2112.04,Large standard-size
B0DJ5FP3SR,,736.59,Undefined
B0DHZ6X3VD,,,Undefined
B0DKXXNDDM,,,Undefined
B0DP6VLT9Z,,,Undefined
B0DPXZTYVD,,15874.48,Undefined
B0DPWPJJ9F,,2617.96,Undefined
B0DQFF6Q8Z,,1229.03,Undefined
B0DQ61Z4Y3,,844.96,Undefined
B0DPY3DKYV,,2273.37,Undefined
B0DNFGRCHS,,6122.75,Undefined
B0DLWQNB9D,,,Undefined
B0DM9S25J5,,724.31,Undefined
B0DLSSLYTV,,26.82,Undefined
B0DP9HB2WK,1.41,534.87,Small standard-size
B0DPB7PYBD,,1164.41,Undefined
B0DL4L72XH,,1972.47,Undefined
B0DPN1ZFC7,,55.72,Undefined
B0DPWTXTRN,,234.64,Undefined
B0DPW2M9NF,,934.6,Undefined
B0DMN9ZC5N,,73.97,Undefined
B0DNV2Z2TZ,52.32,5395.39,Large standard-size
B0DQ244KCM,7.83,1142.84,Small standard-size
B0CY2YLXPL,,1474.84,Undefined
B0CY2XW4GB,,419.51,Undefined
B0DPZWLRZT,,,Undefined
B0DLWF1GYD,,19320.72,Undefined
B0DPW4R96W,8.0,442.45,Small standard-size
B0DPJ9GMZL,,146.45,Undefined
B0DP8H3V9L,,762.61,Undefined
B0DPH9PT9N,0.16,98.32,Small standard-size
B0DN61WVXZ,,6478.52,Undefined
B0DPKDKN9T,2.19,347.72,Small standard-size
B0DP9SNZVB,0.16,98.32,Small standard-size
B0DQ5HZSVQ,,1383.01,Undefined
B0196O6UDQ,33.28,1216.93,Large standard-size
B0DP9B9YNW,6.0,1388.69,Small standard-size
B0DKT6C3TY,,143.76,Undefined
B0DHXP13YB,,14966.01,Undefined
B0DM5GG5TM,1.76,707.92,Small standard-size
B0DNVT8MK2,,,Undefined
B0DP78QRLF,,1667.2,Undefined
B0DQ23B4LK,,968.21,Undefined
B0DM6LDZDV,,13.72,Undefined
B0DN6GD5DF,,,Undefined
B0DN6FWKFJ,,,Undefined
B0DDC3QT2Q,,7808.47,Undefined
B0DQ1PTHS9,,204.45,Undefined
B0DM5JH9BP,1.6,1179.87,Small standard-size
B0DK2Z7D3P,,220.36,Undefined
B0DM5GQNYN,1.76,1179.87,Small standard-size
B0DL5LGM53,,,Undefined
B0DM1SKKFF,,,Undefined
B0DLWMZ9VR,,,Undefined
B0DM2896VN,,81.77,Undefined
B0DM26X329,,,Undefined
B0DM8462NG,,,Undefined
B0DDPBLHQP,,7658.7,Undefined
B0DL6CC8FH,,1313.15,Undefined
B0DLKPTQGD,,3976.99,Undefined
B0DPPMGKVS,,2290.09,Undefined
B0DK5JS3RV,,1686.15,Undefined
B0DK7FDTF7,,1875.91,Undefined
B0DKPHTK27,,0.62,Undefined
B0DPX149MP,,1254.28,Undefined
B0DLT4DGQ5,,,Undefined
B0DK5CW3Z6,,,Undefined
B0DHYXXDYP,,,Undefined
B0DHV46HZ5,,,Undefined
B0DL36G17G,,4165.22,Undefined
B0DMCBGX83,,,Undefined
B0DM1Z39VM,,297.33,Undefined
B0D97HP7QK,,,Undefined
B0DD7R994R,,,Undefined
B0DP8Q4C15,,10946.05,Undefined
B0DD7SK2J1,,,Undefined
B0DJ77T1XW,,1874.19,Undefined
B0DM6LV7MJ,,16.39,Undefined
B0DD7QHMYZ,,,Undefined
B0DD7RH27J,,,Undefined
B0DP7PD29V,2.56,236.64,Small standard-size
B0DN66LQYK,,34.81,Undefined
B0DD7QNRLT,,,Undefined
B0DJRJV5KL,,,Undefined
B0DKJDWKXF,,1408.91,Undefined
B0D6NDKXNL,,93.41,Undefined
B0DHTZ3QQQ,,953727.12,Undefined
B0DLN3RSK7,,,Undefined
B0DNSLYV5S,4.94,4381.59,Small standard-size
B0CK4Y1MSM,,1438.73,Undefined
B0DP4SBHQ1,,2617.96,Undefined
B0DHDGDQ48,,4866.96,Undefined
B0DPR9BLY4,,235.97,Undefined
B0DLKTJBZB,,842.81,Undefined
B0DPDN1VX5,,4996.64,Undefined
B0DPQDP17K,,1271.48,Undefined
B0DPQRW1Q2,,2290.09,Undefined
B0DJR7YM5R,,1846.82,Undefined
B0DNF84P2B,,,Undefined
B0DHCDKPYF,3.21,3660.35,Small standard-size
B0DKXKRK29,,,Undefined
B0DJKRLZFG,,391.32,Undefined
B0DP5Y6N6P,,121.28,Undefined
B0DP23GSJW,,,Undefined
B0DNYGLC2W,,,Undefined
B0DP6QS8JZ,,524.39,Undefined
B0DP62HRWY,,,Undefined
B0DNYHM4ZP,,,Undefined
B0DH2B2T7T,,10735.64,Undefined
B0DPMLCM31,,,Undefined
B0DP2MV4NY,,1463.92,Undefined
B0DP36VNYY,1.59,491.61,Small standard-size
B0DP4TGS9F,3.53,627.48,Small standard-size
B0DP7M9QB7,,720.77,Undefined
B0DP4MP5YJ,,1212.99,Undefined
B0DPMJ5XJ2,,91.66,Undefined
B0DMNQ5R2W,,338.39,Undefined
B0DPMMNB3B,9.14,515.09,Small standard-size
B0DK6RR2ZD,,,Undefined
B0DL9VFNTN,,520.26,Undefined
B0DKJLMD1M,,2590.35,Undefined
B0DJW3Z8GF,,429.4,Undefined
B0DJT3FHQF,,147.01,Undefined
B0DPKVMK74,,63.15,Undefined
B0DH3DCP3W,,1896.74,Undefined
B0DPKFZT7F,,,Undefined
B0DKPGG81R,4.7,202.79,Small standard-size
B0DK8WJBG2,,57.01,Undefined
B0DM8TJV3F,,327.49,Undefined
B0DLSN3PNW,,,Undefined
B0DP7M7PYH,,2011.54,Undefined
B0DJ7P5K8S,,11699.81,Undefined
B0DNRZTQ9L,,19.19,Undefined
B0DK6439SS,28.8,3329.44,Large standard-size
B0DPHYYMWR,,1829.62,Undefined
B0DPJ78BVV,,,Undefined
B0DJL12TPL,,,Undefined
B0DNQ52M6Z,,,Undefined
B0DPHL3RQ1,,,Undefined
B0DL69MHYJ,,,Undefined
B0DKJ4MG1Q,,1477.32,Undefined
B0DNJQ63Q5,,,Undefined
B0DK2XRB9P,,630.82,Undefined
B0DM7D7VT2,,3673.95,Undefined
B0DMDNPPXG,,11798.69,Undefined
B0DMDKXWQC,,28042.36,Undefined
B0DMDL87DR,,29.04,Undefined
B0DLGS9XMF,,,Undefined
B0DMXYLZVT,,1529.24,Undefined
B0DNZLS958,11.29,1050.74,Small standard-size
B0DPG2HRF4,,6957.81,Undefined
B0DLBH52DQ,,1335.14,Undefined
B0DHRYPXL4,,789.78,Undefined
B0DLSVFXCL,,,Undefined
B0DJQN3HR2,,,Undefined
B0DP9RLHVH,,2524.01,Undefined
B0DL5H83VD,,0.95,Undefined
B0DM5RNR3L,,,Undefined
B0DMKMCN5T,,,Undefined
B0DP8J2BTT,10.55,1062.94,Small standard-size
B0D733CZ1X,,159.86,Undefined
B0DJX8MP2L,,12246.81,Undefined
B0DNJFQS2K,5.93,0.0,Small standard-size
B0DNZ1SBKV,,,Undefined
B0DP5ZVRK2,,2839.06,Undefined
B0DM977531,,898.09,Undefined
B0DLWY2QKP,5.43,1078.96,Small standard-size
B0DNMRQ99H,4.97,637.27,Small standard-size
B0DP62768J,,6422.83,Undefined
B0DM2KDZ8D,7.13,2523.66,Small standard-size
B0DNYV6X4Q,1.76,30.73,Small standard-size
B0DLWY8L4Q,4.45,900.53,Small standard-size
B0DL5RWVLC,,17578.73,Undefined
B0DLGFPYQ2,5.29,5178.8,Small standard-size
B0DLZW5155,,4401.71,Undefined
B0DJK25RLN,,,Undefined
B0DNT65CCG,,2884.12,Undefined
B0DM6MBD8P,,5899.34,Undefined
B0DN9J3W5N,,1040.25,Undefined
B0DJ2W15Z5,,2733.84,Undefined
B0DKS5SJD2,,3743.4,Undefined
B0DJQV5S6W,7.41,3876.4,Small standard-size
B0DLB4ZS2Z,,257.82,Undefined
B0DK2QK38Z,,,Undefined
B0DHVDNK3H,,1985.65,Undefined
B0DNMLHQ65,1.66,1699.15,Small standard-size
B0DDTDFLGZ,,7596.44,Undefined
B0DP46VQKQ,,,Undefined
B0DK7TQWYM,,,Undefined
B0DP3D5CXM,,,Undefined
B0DP3C7QLG,,,Undefined
B0DK5NYJMF,,1286.96,Undefined
B0DKFNHZ82,13.76,1594.73,Small standard-size
B0DJ2WS751,,,Undefined
B0DNXBPV8W,,3692.62,Undefined
B0DCVW533X,,,Undefined
B0DKHL3YN7,,,Undefined
B0D9Y6L87L,,3569.6,Undefined
B0DBHD75NM,,,Undefined
B0DKDX824V,,242.73,Undefined
B0DF2QWWTD,,,Undefined
B0DMF8YYMZ,,0.22,Undefined
B0DMP1BZ6Q,,,Undefined
B0C6X98ZCZ,,,Undefined
B0DNZNL2YS,3.53,1261.8,Small standard-size
B0DJMW6283,,256.05,Undefined
B0DNZR3SH7,3.53,1261.8,Small standard-size
B0DHTTH4VH,,2073.4,Undefined
B0DM7WTKKG,,,Undefined
B0DK3JVZYW,24.0,3179.61,Large standard-size
B0DK4M71H4,16.96,933.96,Large standard-size
B0DK6LVMR1,,47.23,Undefined
B0DHG5G7JY,,1000.53,Undefined
B0DJQHBN4Y,,7030.05,Undefined
B0DJGHN68Z,29.28,9465.47,Large standard-size
B0DP3KWV65,,23.3,Undefined
B0DJSBSZQN,,,Undefined
B0DNYR757Q,,1164.53,Undefined
B0DNQB7Z23,,,Undefined
B0DKHD1YVM,,,Undefined
B0DKNTRN2C,,440.82,Undefined
B0DK369ZRR,,,Undefined
B0DCZ65GYF,,,Undefined
B0DNF38KHV,,1902.81,Undefined
B0DLK19XFK,,1495.48,Undefined
B0DL9LGCYK,,9921.22,Undefined
B0DH3H46D8,,,Undefined
B0DK135317,4.59,7364.2,Small standard-size
B0DK4MPZ3N,,532.42,Undefined
B0DNDRXW91,,15112.26,Undefined
B0DP1FVRT9,,,Undefined
B0DNVPYN3Z,,442.45,Undefined
B0DNZBZVH4,,,Undefined
B0DCYWDWCH,,,Undefined
B0DMNTNLFJ,,9659.82,Undefined
B0DL5PDPDY,,1260.9,Undefined
B0DLGS51CX,,114.3,Undefined
B0DNYL3YLF,,51619.25,Undefined
B0DLNMYXH2,,18.08,Undefined
B0DJQDK84G,,894.23,Undefined
B0D8J3HX4M,,,Undefined
B0DJP1FMW6,,16.06,Undefined
